-3.903520	4.734460	-66865.7538250806
-3.903520	4.828950	-66865.7559474035
-3.903520	4.923430	-66865.7571102022
-3.903520	5.017920	-66865.7575556021
-3.903520	5.112410	-66865.7574632727
-3.903520	5.206890	-66865.7569298709
-3.903520	5.301380	-66865.7560660611
-3.903520	5.395870	-66865.7549884206
-3.903520	5.490350	-66865.7537554928
-3.903520	5.584840	-66865.7523808205
-3.903520	5.679320	-66865.7509096885
-3.903520	5.773810	-66865.7494100638
-3.903520	5.868300	-66865.7478978504
-3.903520	5.962780	-66865.7463699743
-3.903520	6.057270	-66865.7448448819
-3.998000	4.734460	-66865.7631445751
-3.998000	4.828950	-66865.7653531366
-3.998000	4.923430	-66865.7665947726
-3.998000	5.017920	-66865.7671227264
-3.998000	5.112410	-66865.7671189347
-3.998000	5.206890	-66865.7666599965
-3.998000	5.301380	-66865.7658757467
-3.998000	5.395870	-66865.7648819219
-3.998000	5.490350	-66865.7637276020
-3.998000	5.584840	-66865.7624278874
-3.998000	5.679320	-66865.7610319828
-3.998000	5.773810	-66865.7596058168
-3.998000	5.868300	-66865.7581707514
-3.998000	5.962780	-66865.7567218244
-3.998000	6.057270	-66865.7552650348
-4.092490	4.734460	-66865.7702183084
-4.092490	4.828950	-66865.7725139224
-4.092490	4.923430	-66865.7738403239
-4.092490	5.017920	-66865.7744629659
-4.092490	5.112410	-66865.7745432923
-4.092490	5.206890	-66865.7741641485
-4.092490	5.301380	-66865.7734790704
-4.092490	5.395870	-66865.7725658732
-4.092490	5.584840	-66865.7702756451
-4.092490	5.679320	-66865.7689626316
-4.092490	5.773810	-66865.7676082126
-4.092490	5.868300	-66865.7662510879
-4.092490	5.962780	-66865.7648627858
-4.092490	6.057270	-66865.7634891380
-4.186980	4.734460	-66865.7754999578
-4.186980	4.828950	-66865.7778857126
-4.186980	4.923430	-66865.7793196172
-4.186980	5.017920	-66865.7800256733
-4.186980	5.112410	-66865.7801972918
-4.186980	5.206890	-66865.7799320474
-4.186980	5.301380	-66865.7793233024
-4.186980	5.395870	-66865.7784922431
-4.186980	5.490350	-66865.7775078130
-4.186980	5.584840	-66865.7763722601
-4.186980	5.679320	-66865.7751310209
-4.186980	5.773810	-66865.7738667075
-4.186980	5.868300	-66865.7725739124
-4.186980	5.962780	-66865.7712762084
-4.281460	4.734460	-66865.7793615973
-4.281460	4.828950	-66865.7818565200
-4.281460	4.923430	-66865.7833708763
-4.281460	5.017920	-66865.7841873499
-4.281460	5.112410	-66865.7844508871
-4.281460	5.206890	-66865.7842675230
-4.281460	5.301380	-66865.7837516419
-4.281460	5.395870	-66865.7830146980
-4.281460	5.490350	-66865.7821006431
-4.281460	5.584840	-66865.7810520401
-4.281460	5.679320	-66865.7798875049
-4.281460	5.773810	-66865.7787006963
-4.281460	5.868300	-66865.7774845976
-4.375950	4.734460	-66865.7821007451
-4.375950	4.828950	-66865.7846900828
-4.375950	4.923430	-66865.7862823642
-4.375950	5.017920	-66865.7872146502
-4.375950	5.112410	-66865.7875767838
-4.375950	5.206890	-66865.7874846214
-4.375950	5.301380	-66865.7870502342
-4.375950	5.584840	-66865.7845947873
-4.375950	5.679320	-66865.7834807796
-4.470430	4.734460	-66865.7839575443
-4.470430	4.828950	-66865.7866412546
-4.470430	4.923430	-66865.7883601042
-4.470430	5.017920	-66865.7893632548
-4.470430	5.112410	-66865.7898154554
-4.470430	5.206890	-66865.7898124680
-4.470430	5.301380	-66865.7894611083
-4.470430	5.395870	-66865.7888860198
-4.470430	5.490350	-66865.7881452050
-4.470430	5.584840	-66865.7872449870
-4.470430	5.679320	-66865.7862337732
-4.470430	5.773810	-66865.7851948308
-4.564920	4.734460	-66865.7851444569
-4.564920	4.828950	-66865.7879277792
-4.564920	4.923430	-66865.7897342425
-4.564920	5.112410	-66865.7913613380
-4.564920	5.206890	-66865.7914361924
-4.564920	5.301380	-66865.7911772268
-4.564920	5.395870	-66865.7906820157
-4.564920	5.490350	-66865.7900077872
-4.564920	5.584840	-66865.7891842914
-4.564920	5.679320	-66865.7882528334
-4.564920	5.773810	-66865.7872779901
-4.564920	5.868300	-66865.7862839028
-4.564920	5.962780	-66865.7852667139
-4.564920	6.057270	-66865.7842395836
-4.659410	4.734460	-66865.7858083604
-4.659410	4.828950	-66865.7886954338
-4.659410	4.923430	-66865.7905811389
-4.659410	5.017920	-66865.7917614236
-4.659410	5.112410	-66865.7923843876
-4.659410	5.206890	-66865.7925391843
-4.659410	5.301380	-66865.7923529394
-4.659410	5.395870	-66865.7919287121
-4.659410	5.490350	-66865.7913353195
-4.659410	5.584840	-66865.7905795771
-4.659410	5.679320	-66865.7897182943
-4.659410	5.868300	-66865.7878758133
-4.659410	5.962780	-66865.7869167578
-4.659410	6.057270	-66865.7859453446
-4.753890	4.734460	-66865.7860718581
-4.753890	4.828950	-66865.7890267374
-4.753890	4.923430	-66865.7910217350
-4.753890	5.017920	-66865.7922793576
-4.753890	5.112410	-66865.7929739219
-4.753890	5.206890	-66865.7932066517
-4.753890	5.301380	-66865.7930924086
-4.753890	5.395870	-66865.7927421138
-4.753890	5.490350	-66865.7922212677
-4.753890	5.584840	-66865.7915236788
-4.753890	5.679320	-66865.7907156944
-4.753890	5.773810	-66865.7898767238
-4.753890	5.868300	-66865.7890011797
-4.753890	5.962780	-66865.7881053379
-4.753890	6.057270	-66865.7871871232
-4.848380	4.734460	-66865.7860231230
-4.848380	4.828950	-66865.7890776226
-4.848380	4.923430	-66865.7911385966
-4.848380	5.017920	-66865.7924754556
-4.848380	5.112410	-66865.7932463056
-4.848380	5.206890	-66865.7935413889
-4.848380	5.301380	-66865.7934992193
-4.848380	5.395870	-66865.7932111449
-4.848380	5.490350	-66865.7927420421
-4.848380	5.584840	-66865.7921201204
-4.848380	5.679320	-66865.7913737505
-4.848380	5.773810	-66865.7905876153
-4.848380	5.868300	-66865.7897714465
-4.848380	5.962780	-66865.7889257718
-4.848380	6.057270	-66865.7880588479
-4.942870	4.734460	-66865.7857651138
-4.942870	4.828950	-66865.7888960741
-4.942870	4.923430	-66865.7910275796
-4.942870	5.017920	-66865.7924411154
-4.942870	5.112410	-66865.7932778041
-4.942870	5.206890	-66865.7936402983
-4.942870	5.301380	-66865.7936555791
-4.942870	5.395870	-66865.7934257789
-4.942870	5.490350	-66865.7930198605
-4.942870	5.584840	-66865.7924527436
-4.942870	5.679320	-66865.7917623560
-4.942870	5.773810	-66865.7910213169
-4.942870	5.868300	-66865.7902566307
-4.942870	5.962780	-66865.7894241681
-4.942870	6.057270	-66865.7886350254
-5.037350	4.734460	-66865.7853423466
-5.037350	4.923430	-66865.7907617079
-5.037350	5.017920	-66865.7922375394
-5.037350	5.112410	-66865.7931353312
-5.037350	5.206890	-66865.7935601328
-5.037350	5.301380	-66865.7936278167
-5.037350	5.395870	-66865.7934551509
-5.037350	5.490350	-66865.7931046318
-5.037350	5.584840	-66865.7925850285
-5.037350	5.679320	-66865.7919412590
-5.037350	5.773810	-66865.7912503033
-5.037350	5.868300	-66865.7905319400
-5.037350	5.962780	-66865.7897785120
-5.037350	6.057270	-66865.7889953628
-5.131840	4.734460	-66865.7848273828
-5.131840	4.828950	-66865.7881060601
-5.131840	4.923430	-66865.7903767630
-5.131840	5.017920	-66865.7919077296
-5.131840	5.112410	-66865.7928644465
-5.131840	5.206890	-66865.7933446830
-5.131840	5.301380	-66865.7934661689
-5.131840	5.395870	-66865.7933478677
-5.131840	5.490350	-66865.7930514965
-5.131840	5.584840	-66865.7925630165
-5.131840	5.679320	-66865.7919720831
-5.131840	5.773810	-66865.7913231480
-5.131840	5.868300	-66865.7906414198
-5.131840	5.962780	-66865.7899257799
-5.131840	6.057270	-66865.7891835235
-5.226320	4.734460	-66865.7842287571
-5.226320	4.828950	-66865.7875700594
-5.226320	4.923430	-66865.7898986366
-5.226320	5.017920	-66865.7914881946
-5.226320	5.112410	-66865.7924987642
-5.226320	5.206890	-66865.7930296351
-5.226320	5.301380	-66865.7931994922
-5.226320	5.395870	-66865.7931267213
-5.226320	5.490350	-66865.7927653354
-5.226320	5.584840	-66865.7924134861
-5.226320	5.679320	-66865.7918741454
-5.226320	5.773810	-66865.7912562306
-5.226320	5.868300	-66865.7906147930
-5.226320	5.962780	-66865.7899448082
-5.226320	6.057270	-66865.7892343867
-5.320810	4.734460	-66865.7835944983
-5.320810	4.828950	-66865.7869884999
-5.320810	4.923430	-66865.7893732111
-5.320810	5.017920	-66865.7910096643
-5.320810	5.112410	-66865.7920672731
-5.320810	5.206890	-66865.7926485846
-5.320810	5.301380	-66865.7928551938
-5.320810	5.395870	-66865.7928224136
-5.320810	5.490350	-66865.7926006684
-5.320810	5.584840	-66865.7922059613
-5.320810	5.679320	-66865.7916758301
-5.320810	5.773810	-66865.7911017929
-5.320810	5.868300	-66865.7905025300
-5.320810	5.962780	-66865.7898466492
-5.320810	6.057270	-66865.7891741124
